Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,0.910000,0.980000,0.670000,0.740000,0.740000,279460
2021-06-02,0.770000,0.880000,0.730000,0.780000,0.780000,173354
2021-06-03,0.780000,0.780000,0.610000,0.650000,0.650000,85062
2021-06-04,0.670000,0.670000,0.410000,0.475000,0.475000,232327
2021-06-07,0.480000,0.480000,0.400000,0.420000,0.420000,169511
2021-06-08,0.400000,0.455000,0.350000,0.455000,0.455000,331884
2021-06-09,0.450000,0.465000,0.390000,0.400000,0.400000,158161
2021-06-10,0.395000,0.430000,0.395000,0.430000,0.430000,151033
2021-06-11,0.430000,0.430000,0.400000,0.400000,0.400000,24700
2021-06-14,0.420000,0.420000,0.390000,0.410000,0.410000,74719
2021-06-15,0.410000,0.410000,0.390000,0.400000,0.400000,55657
2021-06-16,0.400000,0.400000,0.390000,0.400000,0.400000,53357
2021-06-17,0.400000,0.410000,0.380000,0.380000,0.380000,92886
2021-06-18,0.380000,0.380000,0.365000,0.375000,0.375000,76140
2021-06-21,0.390000,0.430000,0.370000,0.380000,0.380000,195429
2021-06-22,0.380000,0.390000,0.370000,0.390000,0.390000,142169
2021-06-23,0.395000,0.490000,0.390000,0.450000,0.450000,300562
2021-06-24,0.460000,0.470000,0.440000,0.460000,0.460000,77545
2021-06-25,0.460000,0.465000,0.440000,0.465000,0.465000,43104
2021-06-28,0.470000,0.470000,0.400000,0.410000,0.410000,50425
2021-06-29,0.425000,0.425000,0.390000,0.390000,0.390000,92491
2021-06-30,0.400000,0.410000,0.390000,0.410000,0.410000,79553
2021-07-02,0.410000,0.430000,0.375000,0.375000,0.375000,73367
2021-07-05,0.390000,0.400000,0.370000,0.390000,0.390000,49526
2021-07-06,0.390000,0.390000,0.360000,0.380000,0.380000,67966
2021-07-07,0.375000,0.380000,0.340000,0.370000,0.370000,123085
2021-07-08,0.360000,0.380000,0.340000,0.350000,0.350000,104408
2021-07-09,0.350000,0.350000,0.340000,0.340000,0.340000,50155
2021-07-12,0.330000,0.335000,0.290000,0.310000,0.310000,179852
2021-07-13,0.330000,0.330000,0.295000,0.310000,0.310000,116715
2021-07-14,0.320000,0.330000,0.305000,0.320000,0.320000,58957
2021-07-15,0.320000,0.320000,0.310000,0.315000,0.315000,25082
2021-07-16,0.330000,0.330000,0.300000,0.310000,0.310000,20932
2021-07-19,0.300000,0.300000,0.280000,0.290000,0.290000,17373
2021-07-20,0.290000,0.290000,0.285000,0.290000,0.290000,48892
2021-07-21,0.310000,0.310000,0.290000,0.300000,0.300000,54586
2021-07-22,0.300000,0.300000,0.290000,0.300000,0.300000,17568
2021-07-23,0.300000,0.305000,0.300000,0.300000,0.300000,6936
2021-07-26,0.300000,0.300000,0.290000,0.290000,0.290000,97941
2021-07-27,0.300000,0.310000,0.300000,0.300000,0.300000,9172
2021-07-28,0.305000,0.305000,0.300000,0.300000,0.300000,26677
2021-07-29,0.305000,0.305000,0.300000,0.300000,0.300000,6352
2021-07-30,0.300000,0.300000,0.300000,0.300000,0.300000,0
2021-08-03,0.300000,0.310000,0.295000,0.295000,0.295000,9478
2021-08-04,0.295000,0.295000,0.290000,0.290000,0.290000,5237
2021-08-05,0.300000,0.305000,0.295000,0.295000,0.295000,72029
2021-08-06,0.305000,0.305000,0.290000,0.290000,0.290000,74213
2021-08-09,0.295000,0.310000,0.290000,0.295000,0.295000,77898
2021-08-10,0.310000,0.320000,0.280000,0.280000,0.280000,55718
2021-08-11,0.310000,0.335000,0.300000,0.320000,0.320000,55131
2021-08-12,0.310000,0.310000,0.300000,0.300000,0.300000,70780
2021-08-13,0.330000,0.330000,0.280000,0.300000,0.300000,32667
2021-08-16,0.340000,0.340000,0.290000,0.300000,0.300000,60748
2021-08-17,0.300000,0.300000,0.280000,0.280000,0.280000,27344
2021-08-18,0.295000,0.295000,0.280000,0.290000,0.290000,10459
2021-08-19,0.300000,0.300000,0.280000,0.280000,0.280000,7683
2021-08-20,0.275000,0.280000,0.260000,0.280000,0.280000,36242
2021-08-23,0.285000,0.285000,0.260000,0.280000,0.280000,22340
2021-08-24,0.275000,0.280000,0.225000,0.280000,0.280000,202539
2021-08-25,0.280000,0.300000,0.265000,0.275000,0.275000,90518
2021-08-26,0.285000,0.285000,0.270000,0.275000,0.275000,36959
2021-08-27,0.275000,0.280000,0.250000,0.255000,0.255000,17543
2021-08-30,0.265000,0.300000,0.250000,0.265000,0.265000,101200
2021-08-31,0.280000,0.280000,0.260000,0.270000,0.270000,24051
2021-09-01,0.265000,0.405000,0.265000,0.345000,0.345000,317468
2021-09-02,0.355000,0.380000,0.300000,0.355000,0.355000,246348
2021-09-03,0.360000,0.390000,0.350000,0.375000,0.375000,284678
2021-09-07,0.370000,0.380000,0.340000,0.365000,0.365000,118777
2021-09-08,0.365000,0.390000,0.340000,0.385000,0.385000,189098
2021-09-09,0.385000,0.420000,0.375000,0.400000,0.400000,207416
2021-09-10,0.400000,0.400000,0.350000,0.350000,0.350000,142313
2021-09-13,0.370000,0.370000,0.320000,0.350000,0.350000,56469
2021-09-14,0.370000,0.370000,0.330000,0.350000,0.350000,69161
2021-09-15,0.350000,0.350000,0.340000,0.340000,0.340000,2020
